text,textblob_polarity,textblob_subjectivity,textblob_sentiment,transformer_sentiment,transformer_confidence,transformer_positive,transformer_negative,transformer_neutral,consensus_sentiment,sentiment_intensity
"I’ve never really been an emotional type of guy, I didn’t even shed a tear watching Watership Down as a child. But this advert, jeez, makes me choke every time I watch it!",-0.09814814814814816,0.3796296296296297,neutral,negative,0.8255110383033752,0.036562398076057434,0.8255110383033752,0.13792647421360016,negative,0.4618295932257617
Brought me to tears,0.0,0.0,neutral,negative,0.38819095492362976,0.24687550961971283,0.38819095492362976,0.36493346095085144,neutral,0.19409547746181488
Lovely wholesome ad ❤❤❤,0.5,0.75,positive,positive,0.9803086519241333,0.9803086519241333,0.005882726516574621,0.013808609917759895,positive,0.7401543259620667
"Love this, merry Christmas well done John Lewis",0.5,0.6,positive,positive,0.9845587611198425,0.9845587611198425,0.0037268521264195442,0.01171441376209259,positive,0.7422793805599213
Love this beautiful ❤,0.675,0.8,positive,positive,0.9785691499710083,0.9785691499710083,0.0074529931880533695,0.013977855443954468,positive,0.8267845749855042
Cringe. Yawn. And who murders the song at the end?? 😂😂😂,0.0,0.0,neutral,negative,0.9274447560310364,0.0063210781663656235,0.9274447560310364,0.06623417139053345,negative,0.4637223780155182
It really resonates with me this one. As a dad that’s age with a son a little bit older we’ve not seen eye to eye in ten years. ( nothing bad just teenage coming age stuff and me also getting into my fifties). As he’s got older the last few weeks I see him as 24 year old man rather than the toddler he was or the petulant teenager messing up his exams. The record is poignant as he’s been helping me do his sisters house up next door to a dj from the most famous rave club in the world x,0.03898809523809525,0.31428571428571433,neutral,neutral,0.571110725402832,0.2436598241329193,0.18522952497005463,0.571110725402832,neutral,0.3050494103204636
Great advert… you got it spot on,0.8,0.75,positive,positive,0.9826174378395081,0.9826174378395081,0.0043298727832734585,0.013052696362137794,positive,0.891308718919754
Excellent ‘back into the real world’10 out of 10 .brillant’,0.39999999999999997,0.43333333333333335,positive,positive,0.9848570823669434,0.9848570823669434,0.003016728674992919,0.012126165442168713,positive,0.6924285411834716
I love it!! Finally normality!,0.390625,0.8,positive,positive,0.9825803637504578,0.9825803637504578,0.004830283112823963,0.012589308433234692,positive,0.6866026818752289
What have I just watched 🤣🤣,0.0,0.0,neutral,negative,0.6186760663986206,0.10773821175098419,0.6186760663986206,0.273585706949234,neutral,0.3093380331993103
Boycott M&S for having that gross thing Dawn French on their advert! Everyone shop in Waitrose!!! 🎉🎉,0.0,0.0,neutral,negative,0.7124278545379639,0.1078176274895668,0.7124278545379639,0.17975448071956635,neutral,0.35621392726898193
"I'm not crying, you're crying😢😂",0.1,0.6,neutral,negative,0.7106233239173889,0.03219904005527496,0.7106233239173889,0.2571776509284973,neutral,0.40531166195869445
"That one choked me up, very relatable 🥺",0.2,0.3,positive,positive,0.3611604869365692,0.3611604869365692,0.33856624364852905,0.30027323961257935,positive,0.2805802434682846
"Just wow, amazing thank you John Lewis",0.35000000000000003,0.95,positive,positive,0.9797603487968445,0.9797603487968445,0.005640793591737747,0.01459885761141777,positive,0.6648801743984223
Is the father deaf?,0.0,0.0,neutral,neutral,0.700487494468689,0.026372022926807404,0.2731405198574066,0.700487494468689,neutral,0.3502437472343445
A rip-off of scenes from the film ‘Aftersun’.🧐,-0.4,0.5,negative,neutral,0.8938083052635193,0.03284425288438797,0.07334744185209274,0.8938083052635193,neutral,0.6469041526317596
All these positive comments are quite a rebuttal to the sneery review Stuart Heritage drummed up for the Guardian.,0.22727272727272727,0.5454545454545454,positive,positive,0.5449334979057312,0.5449334979057312,0.1106153056025505,0.3444512188434601,positive,0.38610311258922925
"Wow, whoever made this was a fan of Aftersun, huh?",0.1,1.0,neutral,neutral,0.41708534955978394,0.32877716422080994,0.2541375160217285,0.41708534955978394,neutral,0.25854267477989196
Amazing. Got me choked up,0.6000000000000001,0.9,positive,positive,0.9678056240081787,0.9678056240081787,0.0106913261115551,0.021503057330846786,positive,0.7839028120040894
"I don’t cry easily,but……..😢💙👏🙏😎",0.0,0.0,neutral,positive,0.5982440710067749,0.5982440710067749,0.1667533665895462,0.23500260710716248,neutral,0.29912203550338745
Such a big contrast to the 2024 ad. 2024 ad was a bunch of women running around screaming at each other. Some say it's sisterly love. I didn't get any of it. 2025 ad: not a word was said. But the message of love is clear.,0.1625,0.4263888888888889,positive,negative,0.7499627470970154,0.0351184643805027,0.7499627470970154,0.21491877734661102,positive,0.4562313735485077
Makes me cry every single time,-0.07142857142857142,0.21428571428571427,neutral,negative,0.6014063954353333,0.19200612604618073,0.6014063954353333,0.2065875232219696,neutral,0.3364174834319523
Absolutely fantastic ❤❤❤❤,0.4,0.9,positive,positive,0.9820740222930908,0.9820740222930908,0.005542316008359194,0.012383643537759781,positive,0.6910370111465454
Absolutely fantastic ❤❤❤❤,0.4,0.9,positive,positive,0.9820740222930908,0.9820740222930908,0.005542316008359194,0.012383643537759781,positive,0.6910370111465454
Best ever made,1.0,0.3,positive,positive,0.9193326234817505,0.9193326234817505,0.013367870822548866,0.0672994926571846,positive,0.9596663117408752
"Soon to be 49 year old with a 6 year old son, 10 year old daughter and two older sons 22 and 21. They've all seen me dance and danced with me to this tune and many others. Gen X rules all",0.19333333333333333,0.2866666666666667,positive,positive,0.8938371539115906,0.8938371539115906,0.003968254663050175,0.10219458490610123,positive,0.543585243622462
Just brilliant and will be one of the best christmas adverts of the decade thumbs up to JL,0.95,0.65,positive,positive,0.9853790998458862,0.9853790998458862,0.0037871659733355045,0.010833697393536568,positive,0.9676895499229431
Snowballs you know it...,0.0,0.0,neutral,neutral,0.4938393533229828,0.25391292572021484,0.25224778056144714,0.4938393533229828,neutral,0.2469196766614914
Boots is the winmer this year lads...,0.0,0.0,neutral,positive,0.8173180222511292,0.8173180222511292,0.009572438895702362,0.17310957610607147,positive,0.4086590111255646
They need to find a hobby to share. Then your kids open up to you when distracted. Just go fishing or something. Put time and energy in before it gets to this sorry state.,-0.25,0.75,negative,negative,0.6504483222961426,0.03855934739112854,0.6504483222961426,0.3109923005104065,negative,0.4502241611480713
"If you cried at this, you’re basic.",0.0,0.125,neutral,negative,0.9152417778968811,0.00964580848813057,0.9152417778968811,0.07511250674724579,negative,0.45762088894844055
Does absolutely nothing for me! Bring back the bear and the hare!,0.125,0.45,positive,negative,0.8884084820747375,0.013567492365837097,0.8884084820747375,0.09802402555942535,negative,0.5067042410373688
This is up there for me with the Sainsbury's 1914 Christmas advert. Thank you for making something so touching for us Dads! 🥲,0.625,0.5,positive,positive,0.9819393754005432,0.9819393754005432,0.004341894295066595,0.013718759641051292,positive,0.8034696877002716
"Wow, right in the ‘feels’!! 🥹 Easily the best one for me. Whoever came up with this 👏🏼👏🏼👏🏼",0.4949404761904762,0.6672619047619047,positive,positive,0.9889600276947021,0.9889600276947021,0.004336088430136442,0.006703869439661503,positive,0.7419502519425891
I’m 52 I’m very lucky to have 5 sons from age 2 -17 brought a tear to my eye love my boys,0.4666666666666667,0.8,positive,positive,0.9830731153488159,0.9830731153488159,0.004960433579981327,0.01196646224707365,positive,0.7248698910077414
I don’t get it lol,0.8,0.7,positive,negative,0.6992777585983276,0.029073107987642288,0.6992777585983276,0.27164915204048157,positive,0.7496388792991638
Wow this has to be one of the best advertisements I’ve seen the meaning is deep,0.3666666666666667,0.5666666666666668,positive,positive,0.9810686707496643,0.9810686707496643,0.006763700395822525,0.012167575769126415,positive,0.6738676687081655
Welcome back JL 👌🏻,0.4,0.45,positive,positive,0.9705036878585815,0.9705036878585815,0.0024867423344403505,0.027009569108486176,positive,0.6852518439292907
Such a wholesome message ❤,0.0,0.5,neutral,positive,0.9742177128791809,0.9742177128791809,0.007374822627753019,0.018407447263598442,positive,0.48710885643959045
The song is called where love lives by alison limerick. THANK ME WITH A THUMBS UP 👍,0.5,0.6,positive,positive,0.8638548851013184,0.8638548851013184,0.003424840746447444,0.13272027671337128,positive,0.6819274425506592
What a great advert❤❤❤❤,0.8,0.75,positive,positive,0.9870971441268921,0.9870971441268921,0.003814800875261426,0.009088092483580112,positive,0.8935485720634461
I can't be the only one to think this is a bit....underwhelming compared to previous efforts?,-0.08333333333333333,0.5833333333333334,neutral,negative,0.7287155985832214,0.014879731461405754,0.7287155985832214,0.25640472769737244,neutral,0.4060244659582774
Pingers and Alison Limerick 12 inch. Top present.,0.25,0.25,positive,positive,0.9071686267852783,0.9071686267852783,0.004148085135966539,0.08868332952260971,positive,0.5785843133926392
"This is one of the most emotional videos I've seen in a long time. My dad has always been a role model for me my whole life. And having just lost his father this year, this hits even harder.",0.11000000000000001,0.38999999999999996,positive,negative,0.5068019032478333,0.2951156795024872,0.5068019032478333,0.19808247685432434,positive,0.3084009516239166
"I'm not crying, you're crying...",-0.05,0.6,neutral,negative,0.568043053150177,0.05086641386151314,0.568043053150177,0.3810904920101166,neutral,0.3090215265750885
Is there a twist in this...? Has the father passed???,0.0,0.0,neutral,neutral,0.8879594802856445,0.013164781033992767,0.09887585043907166,0.8879594802856445,neutral,0.44397974014282227
Other than it being about a dad & his son does anyone actually like this advert ?..,-0.0625,0.2375,neutral,negative,0.7594268918037415,0.0106271430850029,0.7594268918037415,0.22994598746299744,neutral,0.4109634459018707
Delighted to see John Lewis learn from their past mistakes...,0.22499999999999998,0.475,positive,positive,0.8652360439300537,0.8652360439300537,0.021531157195568085,0.11323276162147522,positive,0.5451180219650269
Lovely British white family for once. Was lovely yet heart breaking,0.25,0.375,positive,positive,0.9469341039657593,0.9469341039657593,0.012973609380424023,0.04009229689836502,positive,0.5984670519828796
"Thank you John Lewis, a traditional family in an advert at last. I applaud you and it’s restored my hope.",0.0,0.4083333333333333,neutral,positive,0.9665447473526001,0.9665447473526001,0.005644659046083689,0.027810562402009964,positive,0.48327237367630005
"Hits like a disco biscuit. Nostalgic, big up John Lewis..",-0.25,0.55,negative,positive,0.9033648371696472,0.9033648371696472,0.013186486437916756,0.08344866335391998,positive,0.5766824185848236
"I’m not crying, you’re crying….bravo John Lewis!",0.125,0.6,positive,positive,0.6765993237495422,0.6765993237495422,0.07580619305372238,0.2475944608449936,positive,0.4007996618747711
Am I the only one who doesn’t get it?,0.0,1.0,neutral,negative,0.6023727655410767,0.016341833397746086,0.6023727655410767,0.3812854290008545,neutral,0.30118638277053833
Heartbreaking,0.0,0.0,neutral,negative,0.6259992122650146,0.0994788110256195,0.6259992122650146,0.27452194690704346,neutral,0.3129996061325073
"Love it, tear in my eye … Well done John Lewis ❤️",0.5,0.6,positive,positive,0.9835209846496582,0.9835209846496582,0.004051572177559137,0.012427386827766895,positive,0.7417604923248291
My wife wasnt keen but i absolutely loved it !! 54 year old dad with 4 kids who at some stage did something similar with a 10 year old just turning into Kevin !! ...amazing ad !,0.323828125,0.39999999999999997,positive,positive,0.9116215109825134,0.9116215109825134,0.016200754791498184,0.07217773050069809,positive,0.6177248179912567
Says the guardian through gritted teeth.,0.0,0.0,neutral,neutral,0.7533486485481262,0.03180187568068504,0.21484947204589844,0.7533486485481262,neutral,0.3766743242740631
"❤ In tears over here! My dad and I never had a great relationship when I was a kid. I remember buying him an album for his birthday (Dire Straits' 'Money for Nothing'), and seeing how happy he was with it has stuck with me, nearly 40 years later. Now, as a dad to 3 amazing young girls, this ad speaks to my past and my future. Well done, John Lewis. Beautifully done. ❤",0.33333333333333337,0.536111111111111,positive,positive,0.48328879475593567,0.48328879475593567,0.2714710533618927,0.2452401965856552,positive,0.4083110640446345
Can someone re edit this with Energy Flash by joey beltram,0.0,0.0,neutral,neutral,0.922640323638916,0.04170388728380203,0.035655777901411057,0.922640323638916,neutral,0.461320161819458
I don't get it. Have they fallen out or something? Why is the child so scared?,0.0,0.0,neutral,negative,0.7632268071174622,0.005746433977037668,0.7632268071174622,0.231026753783226,neutral,0.3816134035587311
"Yep, they got me right in the feels.",0.2857142857142857,0.5357142857142857,positive,positive,0.944262683391571,0.944262683391571,0.006564643699675798,0.04917265847325325,positive,0.6149884845529283
"Cheesy, sentimental pap",-0.375,1.0,negative,neutral,0.6216766834259033,0.18487021327018738,0.19345316290855408,0.6216766834259033,negative,0.49833834171295166
here's the knuckle dragger.,0.0,0.0,neutral,negative,0.6217883229255676,0.03847712278366089,0.6217883229255676,0.3397345542907715,neutral,0.3108941614627838
Brothers In Arms,0.0,0.0,neutral,neutral,0.6327781081199646,0.34658271074295044,0.02063915692269802,0.6327781081199646,neutral,0.3163890540599823
crying at an advert...no wonder this generation is so weak,-0.2875,0.6125,negative,negative,0.9320074915885925,0.00642657745629549,0.9320074915885925,0.06156587228178978,negative,0.6097537457942963
I think it represents teenagers just not really being the type to do stuff like that,-0.1,0.2,neutral,negative,0.5407254695892334,0.015640420839190483,0.5407254695892334,0.4436340630054474,neutral,0.3203627347946167
​​ I don't understand. Surely all teenagers in a regular family get everyone a xmas present? So odd.,0.08333333333333334,0.30395299145299143,neutral,negative,0.5570347905158997,0.0260754507035017,0.5570347905158997,0.4168897271156311,neutral,0.3201840619246165
Yes Father! RESTORE THE HEARTS OF THE FATHERS TO THEIR CHILDREN Malachi 4:6,0.0,0.0,neutral,positive,0.7904397249221802,0.7904397249221802,0.007231131661683321,0.2023291140794754,neutral,0.3952198624610901
"I love this, cos it’s so true, the dad always hands out all the presents and he will have his last. He’s being practical and clearing up and then see’s his present and then the nostalgia from this moment. I love it.",0.27,0.3833333333333333,positive,positive,0.9297073483467102,0.9297073483467102,0.009356497786939144,0.060936205089092255,positive,0.5998536741733551
"The mum is the character, Mel, from Family Affairs...Channel 5 soap opera",0.0,0.0,neutral,neutral,0.9089164733886719,0.07764019817113876,0.013443409465253353,0.9089164733886719,neutral,0.45445823669433594
"Absolutely beautiful. Well done, John Lewis ❤",0.85,1.0,positive,positive,0.9821503758430481,0.9821503758430481,0.00527842715382576,0.012571228668093681,positive,0.9160751879215241
That’s me shopping in John Lewis this year as a thank you.,0.0,0.0,neutral,positive,0.7835476398468018,0.7835476398468018,0.012430726550519466,0.20402155816555023,neutral,0.3917738199234009
"I might not be a dad, but my son buys me vinyl almost every year for Christmas and I love it - it's show so much thought for his old GenX mum! This advert had me in tears!",0.28541666666666665,0.3333333333333333,positive,positive,0.9660861492156982,0.9660861492156982,0.008007015101611614,0.025906875729560852,positive,0.6257514079411824
Well done John Lewis for a wonderful Christmas advert that brought tears to my eyes.,1.0,1.0,positive,positive,0.9847108721733093,0.9847108721733093,0.0041081164963543415,0.011181030422449112,positive,0.9923554360866547
"Dads finally recieving the appreciation we were all due. What an advert, nostalgia, the past and the future. Responsibility! As a father our duty is to protect, it's what gives us meaning!",-0.09375,0.4375,neutral,positive,0.9582105278968811,0.9582105278968811,0.006294335704296827,0.035495199263095856,positive,0.5259802639484406
Powerful emotional just brilliant!,0.43333333333333335,0.8833333333333333,positive,positive,0.9790401458740234,0.9790401458740234,0.005536606069654226,0.015423188917338848,positive,0.7061867396036784
Well done John Lewis.,0.0,0.0,neutral,positive,0.9603593945503235,0.9603593945503235,0.00502203032374382,0.034618496894836426,positive,0.48017969727516174
at last a decent Christmas advert!!!,0.16276041666666663,0.36666666666666664,positive,positive,0.9295581579208374,0.9295581579208374,0.010856177657842636,0.05958569422364235,positive,0.546159287293752
"Dad of a wee boy who's just turned 2 here, John Lewis adverts never really got to me before, but this one has me sobbing every time I try to watch",-0.1,0.2,neutral,negative,0.5291911363601685,0.17368867993354797,0.5291911363601685,0.2971201539039612,neutral,0.3145955681800842
Absolutely love love this. Brought a tears to my eyea,0.5,0.6,positive,positive,0.9862655997276306,0.9862655997276306,0.00486073037609458,0.00887367781251669,positive,0.7431327998638153
"That is xmas, thinking about others, love and respect between generations, love the add.",0.5,0.6,positive,positive,0.894512414932251,0.894512414932251,0.014681360684335232,0.09080620855093002,positive,0.6972562074661255
Love it love it love it the look of real family Christmas NOT HOLIDAY SEASON.,0.425,0.5249999999999999,positive,positive,0.9678815603256226,0.9678815603256226,0.006002106238156557,0.026116369292140007,positive,0.6964407801628113
"Oh man, got me, heavy tears x",-0.2,0.5,negative,negative,0.7927263379096985,0.04824332892894745,0.7927263379096985,0.15903028845787048,negative,0.4963631689548492
Absolutely brilliant advert. It hit so many areas and seasons in life.,0.7,0.75,positive,positive,0.9827553629875183,0.9827553629875183,0.004948529414832592,0.012296068482100964,positive,0.8413776814937591
Here for the comments ❤❤❤,0.0,0.0,neutral,positive,0.9250693917274475,0.9250693917274475,0.005685653071850538,0.06924497336149216,positive,0.46253469586372375
"Cannot lie. The tears came down my face, my aging fatherly face. As a Gen Xer, had ky djing days in the bars and clubs for a few years. Music has always been important to me. Now i get to hear my lad learning and playing his guitar... Fills my heart right up. Music will unite us all ...",0.08253968253968252,0.4811507936507936,neutral,positive,0.7927321195602417,0.7927321195602417,0.05420530214905739,0.1530625820159912,neutral,0.4376359010499621
"If it ain’t the sound factory mix then you have been bumped, just saying…",0.4,0.4,positive,neutral,0.48597392439842224,0.03107920102775097,0.48294690251350403,0.48597392439842224,positive,0.44298696219921113
"Excuse me while I pop off and find a tissue! Great ad, positive masculinity between a father and son 💙🎄🎅🏼🥂",0.3215909090909091,0.4484848484848485,positive,positive,0.9676035642623901,0.9676035642623901,0.005128451157361269,0.027267955243587494,positive,0.6445972366766496
John Lewis hits a home run right from the start! Definitely my contender for 2025 best xmas advert.,0.4523809523809524,0.4452380952380952,positive,positive,0.9760204553604126,0.9760204553604126,0.0024862054269760847,0.021493347361683846,positive,0.7142007038706825
"An English home, yt family and two males bonding? I am beyond shocked.",-0.35,0.4,negative,negative,0.7840462327003479,0.018014583736658096,0.7840462327003479,0.1979392170906067,negative,0.567023116350174
"As a new dad, it's great to see us represented!",0.5681818181818181,0.6022727272727273,positive,positive,0.9802196621894836,0.9802196621894836,0.0022294274531304836,0.017550963908433914,positive,0.7742007401856509
"Wow finally an ad about a father and son. It has been so long since we have seen a positive depiction of a loving father and his son, it brought a tear to my eyes. It's about time men are shown like this, in a positive way. We see it in ads all the time with mothers and daughter and somewhere along the way fathers and sons were pushed out in favour of the women.",0.18409090909090908,0.7401515151515152,positive,positive,0.9267908334732056,0.9267908334732056,0.016297530382871628,0.05691159516572952,positive,0.5554408712820573
Finally - a normal advert!,0.1875,0.6499999999999999,positive,positive,0.9032204747200012,0.9032204747200012,0.007033597212284803,0.0897459015250206,positive,0.5453602373600006
Great advert 🥹,0.8,0.75,positive,positive,0.9771256446838379,0.9771256446838379,0.005397023633122444,0.01747732050716877,positive,0.888562822341919
Someone got a bit inspired by Aftersun here...,0.0,0.0,neutral,neutral,0.7432146668434143,0.24290737509727478,0.01387802418321371,0.7432146668434143,neutral,0.37160733342170715
It's wonderful,1.0,1.0,positive,positive,0.9589766263961792,0.9589766263961792,0.010305634699761868,0.03071773052215576,positive,0.9794883131980896
That tune got me right away and then the transition looking at the Father/Son relationship just finished me off! Bravo John Lewis! Sending big love from a 54 year old Essex gal in Spain reliving that tune and loving the vibes! x,0.3592857142857143,0.47714285714285715,positive,positive,0.960844874382019,0.960844874382019,0.008072414435446262,0.031082676723599434,positive,0.6600652943338667
Thanks john lewis.,0.2,0.2,positive,positive,0.8612012267112732,0.8612012267112732,0.007546353619545698,0.1312524527311325,positive,0.5306006133556366
"As a father of two boys, one not far off his teenage years, this hit me in the chest a bit. What a cracking advertisement by JL. Thank you John Lewis. Such a simple ad but will no doubt be one of my most memorable.",0.15833333333333333,0.5595238095238095,positive,positive,0.9576515555381775,0.9576515555381775,0.0073356362991034985,0.035012803971767426,positive,0.5579924444357554
John Lewis take a bow brilliant 👌🏻👌🏻👌🏻,0.9,1.0,positive,positive,0.9784780740737915,0.9784780740737915,0.004430509638041258,0.017091384157538414,positive,0.9392390370368957
Welcome back John Lewis!,0.4,0.45,positive,positive,0.9680058360099792,0.9680058360099792,0.0014718779129907489,0.0305222999304533,positive,0.6840029180049896
"Don't care what anyone says, I absolutely loved it..... Still a tear jerker. Well done once again John Lewis, brilliant.",0.8,0.9,positive,positive,0.9813119769096375,0.9813119769096375,0.006272781640291214,0.012415193021297455,positive,0.8906559884548187
"John Lewis is getting my business this year, well done.",0.0,0.0,neutral,positive,0.9629452228546143,0.9629452228546143,0.00476397480815649,0.03229078650474548,positive,0.48147261142730713
The Businesses ❤,0.0,0.0,neutral,positive,0.7046668529510498,0.7046668529510498,0.008886178024113178,0.2864469885826111,neutral,0.3523334264755249
Excellent job John Lewis! It’s nice to finally see a normal family represented and especially a father!,0.35,0.93,positive,positive,0.9780713319778442,0.9780713319778442,0.003312193090096116,0.018616391345858574,positive,0.6640356659889222
What do you mean? I don’t understand..,-0.3125,0.6875,negative,negative,0.704483687877655,0.01358097419142723,0.704483687877655,0.28193530440330505,negative,0.5084918439388275
He needs to go to mucky weekender 😄,0.0,0.0,neutral,neutral,0.584286093711853,0.19588233530521393,0.21983158588409424,0.584286093711853,neutral,0.2921430468559265
Christmas and holding my baby son...2 amazing memories brought back to me...well made ad John Lewis...,0.30000000000000004,0.45,positive,positive,0.98576420545578,0.98576420545578,0.002358353929594159,0.011877421289682388,positive,0.64288210272789
Amazing message in this advert that had me in floods of tears 😭 - all we need is love.,0.55,0.75,positive,positive,0.9792977571487427,0.9792977571487427,0.006831150967627764,0.013871061615645885,positive,0.7646488785743714
John Lewis - We ain’t going broke…,0.0,0.0,neutral,neutral,0.6908524632453918,0.26638907194137573,0.04275842383503914,0.6908524632453918,neutral,0.3454262316226959
What a lovely advert. Very moving and tender. And it feels real - not like it's trying hard to be something else - just simple and real.,0.1347222222222222,0.42480158730158735,positive,positive,0.9596208333969116,0.9596208333969116,0.011041028425097466,0.02933810092508793,positive,0.5471715278095669
Guardian won't like it but what a great advert.,0.8,0.75,positive,positive,0.5903925895690918,0.5903925895690918,0.1638496369123459,0.24575774371623993,positive,0.6951962947845459
"Great ad, well done john lewis 👏 👍",0.8,0.75,positive,positive,0.9808387756347656,0.9808387756347656,0.0036819390952587128,0.015479258261620998,positive,0.8904193878173828
The best Christmas ad In years..fin,1.0,0.3,positive,positive,0.9728640913963318,0.9728640913963318,0.00629514642059803,0.020840758457779884,positive,0.9864320456981659
"Thank you John Lewis. Real family, real music, real love. The perfect Christmas ad and not an once of wokery box ticking in sight. BRAVO, take a bow!",0.5375,0.625,positive,positive,0.9569939374923706,0.9569939374923706,0.011326377280056477,0.031679634004831314,positive,0.7472469687461853
Just so sad that the family in this advert can't afford to put any food on the table as the far-left have destroyed the economy as usual.,-0.375,0.625,negative,negative,0.9327182769775391,0.005700341891497374,0.9327182769775391,0.06158135086297989,negative,0.6538591384887695
They Get If !!!,0.0,0.0,neutral,neutral,0.738561749458313,0.16132372617721558,0.10011450201272964,0.738561749458313,neutral,0.3692808747291565
Was expecting to see some nonsense but surprisingly moved by a great advert! Well done John Lewis.,0.85,0.625,positive,positive,0.8302016258239746,0.8302016258239746,0.06447498500347137,0.1053234338760376,positive,0.8401008129119873
"finally, and advert representing the majority of british households",0.0,0.5,neutral,positive,0.6161607503890991,0.6161607503890991,0.01145530678331852,0.3723839521408081,neutral,0.30808037519454956
"Absolutely beautiful, it made me cry 👏👏👏👏👏",0.85,1.0,positive,positive,0.983518123626709,0.983518123626709,0.006779834628105164,0.009702055715024471,positive,0.9167590618133545
Terrific save for the excessively beige John Lewis showroom interior decoration….,-0.125,1.0,negative,positive,0.8323866724967957,0.8323866724967957,0.016958139836788177,0.15065516531467438,positive,0.4786933362483978
What a wonderful and beautiful advert.,0.925,1.0,positive,positive,0.9801164865493774,0.9801164865493774,0.007315552327781916,0.012567959725856781,positive,0.9525582432746887
The one with the boxer dog on the trampoline was way better!,0.625,0.5,positive,positive,0.9089350700378418,0.9089350700378418,0.00903193186968565,0.08203303068876266,positive,0.7669675350189209
"Why, it is a great advert and what a tune",0.8,0.75,positive,positive,0.980148196220398,0.980148196220398,0.005461493507027626,0.014390312135219574,positive,0.890074098110199
No feminism detected thats why!,0.0,0.0,neutral,neutral,0.562741756439209,0.15935352444648743,0.2779046893119812,0.562741756439209,neutral,0.2813708782196045
"I will not get tired of watching this advert from now until Christmas, not just for nostalgic reasons but also there’s no wokery involved.",-0.45,0.85,negative,positive,0.58078932762146,0.58078932762146,0.15898758172988892,0.26022306084632874,negative,0.51539466381073
​-ht7fq you clearly don't know much about house music.,0.15000000000000002,0.29166666666666663,positive,negative,0.8151087164878845,0.010486853308975697,0.8151087164878845,0.17440451681613922,negative,0.48255435824394227
by all accounts its the right wing who it upsets......as usual.,0.01785714285714285,0.39285714285714285,neutral,negative,0.6801555752754211,0.01965218037366867,0.6801555752754211,0.3001922369003296,neutral,0.34900635906628197
"Yes, the far left which aren'tin power, not the far right billionaires hoarding all the money and fighting any program or policy that can help the poor.",0.017142857142857137,0.6271428571428571,neutral,negative,0.7073311805725098,0.024207914248108864,0.7073311805725098,0.2684609889984131,neutral,0.36223701885768345
"Surely this isn't this years official one, is it not John Lewis and partners",0.5,0.8888888888888888,positive,neutral,0.7781385183334351,0.03572788089513779,0.18613357841968536,0.7781385183334351,positive,0.6390692591667175
Disappointing. What has it got to do with Christmas? Dysfunctional families seek help.,-0.6,0.7,negative,negative,0.9384852051734924,0.005313583184033632,0.9384852051734924,0.056201156228780746,negative,0.7692426025867463
That was great to watch 😢,0.8,0.75,positive,positive,0.9727209210395813,0.9727209210395813,0.00814483780413866,0.019134262576699257,positive,0.8863604605197907
"Great advert, what's the song?",0.8,0.75,positive,positive,0.9807894825935364,0.9807894825935364,0.003206511726602912,0.016004063189029694,positive,0.8903947412967682
Father's are everything ❤️,0.0,0.0,neutral,positive,0.9787777662277222,0.9787777662277222,0.006010888610035181,0.015211370773613453,positive,0.4893888831138611
All of us raver dad's would go back in a flash,0.0,0.0,neutral,neutral,0.5976384878158569,0.3382503390312195,0.06411119550466537,0.5976384878158569,neutral,0.29881924390792847
Surprised to see this on The Grauniad ?? 😂,0.1,0.9,neutral,negative,0.7549683451652527,0.013379523530602455,0.7549683451652527,0.23165205121040344,neutral,0.42748417258262633
What a great advert! Well done our father Mr John Lewis,1.0,0.75,positive,positive,0.9863318204879761,0.9863318204879761,0.0028874289710074663,0.010780766606330872,positive,0.993165910243988
Why did I think he was dancing with Michael Van Gerwen??,0.0,0.0,neutral,neutral,0.855675220489502,0.051269128918647766,0.09305553883314133,0.855675220489502,neutral,0.427837610244751
Credit to Saatchi & Saatchi and John Lewis for one of the best Christmas ads of all time.,1.0,0.3,positive,positive,0.9661597013473511,0.9661597013473511,0.0036886800080537796,0.03015158139169216,positive,0.9830798506736755
"I watched it for the first time this afternoon and I cried... I've just shown it to my husband who's got a swinging brick for a heart and doesn't get emotional at TV adverts like I do and even he had a tear in his eye ! We were ravers/clubbers in the early '90's and this tune certainly resonated with us and we could put ourselves in the position of the father in the advert, especially as our son lives in Japan... think it's an amazing Christmas advert... love it !",0.2556122448979592,0.6221088435374149,positive,positive,0.9037045836448669,0.9037045836448669,0.019703270867466927,0.07659213989973068,positive,0.5796584142714131
"Lovely advert, had me and my misses in tears 😢 me and my daughter was at the bus 🚌 stop a few days ago.. going to hospital 🏥 for stuff going on with me and I keep strong for her and my dad walked straight pass me and her and didn’t even notice us and walked on… felt like a ghost.. his son and grand daughter… nothing😢 and my misses has never known her dad and her mum didn’t want to know and I lost my mum to cancer😢 so we are just a little family but keep tight and I/we wish every person a merry Christmas 🎄",0.15246598639455783,0.5384353741496598,positive,positive,0.655647337436676,0.655647337436676,0.15164677798748016,0.192705899477005,positive,0.40405666191561695
If you’re moved by this then go check out the movie that inspired it - Aftersun. Proper film making with a message that stays with you. I wanna thank everyone involved in Charlotte Wells’ masterpiece 🙏,0.0,0.1,neutral,positive,0.9657740592956543,0.9657740592956543,0.004348242189735174,0.02987772226333618,positive,0.48288702964782715
